time_tag,active,source,range,scale,sensitivity,manual_mode,sample_size,bt,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,max_telemetry_flag,max_data_flag,overall_quality
1152,False,DSCOVR,0.0,4.0,0.002,False,3000,3.45,-1.94,-1.6800000000000002,2.31,41.96,220.99,-1.94,-0.67,2.7800000000000002,53.54,199.16,0,0,0
1153,False,DSCOVR,0.0,4.0,0.002,False,3000,3.45,-1.8399999999999999,-1.7000000000000002,2.36,43.33,222.62,-1.8399999999999999,-0.66,2.83,55.34,199.75,0,0,0
1154,False,DSCOVR,0.0,4.0,0.002,False,3000,3.47,-1.8599999999999999,-1.99,2.15,38.32,226.86,-1.8599999999999999,-1.01,2.75,52.39,208.47,0,0,0
1155,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-1.22,-1.08,2.81,59.89,221.46,-1.22,0.08,3.01,67.86,176.1,0,0,0
1156,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-0.28,-0.01,3.2,84.98,181.15,-0.28,1.23,2.96,66.95,102.92,0,0,0
1157,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-1.49,-1.33,2.7,53.52,221.89,-1.49,-0.19,3.01,63.5,187.28,0,0,0
1158,False,DSCOVR,0.0,4.0,0.002,False,3000,3.46,-1.82,-1.65,2.44,44.89,222.15,-1.82,-0.58,2.89,56.57,197.56,0,0,0
1159,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-1.43,-1.22,2.85,56.59,220.4,-1.43,-0.02,3.1,65.2,180.91,0,0,0
1160,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-1.46,-1.23,2.8,55.71,220.02,-1.46,-0.05,3.06,64.43,181.89,0,0,0
1161,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-1.51,-1.1400000000000001,2.85,56.39,217.08,-1.51,0.05,3.06,63.78,178.03,0,0,0
1162,False,DSCOVR,0.0,4.0,0.002,False,3000,3.43,-1.62,-0.91,2.88,57.21,209.2,-1.62,0.28,3.01,61.32,170.06,0,0,0
1163,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-0.66,-0.58,3.05,73.98,221.09,-0.66,0.65,3.03,72.96,135.22,0,0,0
1164,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.4,0.05,2.7199999999999998,62.79,178.15,-1.4,1.1,2.49,54.43,141.79,0,0,0
1165,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-2.37,-0.41000000000000003,2.35,44.44,189.76,-2.37,0.54,2.33,43.78,167.07,0,0,0
1166,False,DSCOVR,0.0,4.0,0.002,False,3000,3.4,-2.46,-0.24,2.33,43.2,185.58,-2.46,0.6900000000000001,2.23,41.14,164.44,0,0,0
1167,False,DSCOVR,0.0,4.0,0.002,False,3000,3.43,-2.58,0.06,2.24,40.94,178.75,-2.58,0.93,2.04,36.63,160.24,0,0,0
1168,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-2.71,0.29,2.06,37.1,173.99,-2.71,1.07,1.78,31.49,158.46,0,0,0
1169,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-2.91,0.24,1.77,31.3,175.25,-2.91,0.92,1.54,26.76,162.47,0,0,0
1170,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-2.47,1.18,1.74,32.47,154.44,-2.47,1.77,1.1400000000000001,20.53,144.36,0,0,0
1171,False,DSCOVR,0.0,4.0,0.002,False,3000,3.47,-2.61,0.79,2.12,37.89,163.14,-2.61,1.56,1.6400000000000001,28.34,149.1,0,0,0
1172,False,DSCOVR,0.0,4.0,0.002,False,3000,3.43,-2.67,0.6900000000000001,2.02,36.31,165.53,-2.67,1.43,1.5899999999999999,27.71,151.8,0,0,0
1173,False,DSCOVR,0.0,4.0,0.002,False,3000,3.44,-2.46,0.89,2.22,40.35,160.14,-2.46,1.69,1.69,29.53,145.47,0,0,0
1174,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-2.24,0.87,2.38,44.69,158.78,-2.24,1.74,1.8399999999999999,32.99,142.2,0,0,0
1175,False,DSCOVR,0.0,4.0,0.002,False,3000,3.41,-2.29,0.8300000000000001,2.38,44.37,160.06,-2.29,1.7000000000000002,1.8599999999999999,33.09,143.32,0,0,0
1176,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-2.18,1.03,2.4,44.98,154.68,-2.18,1.9,1.8,31.95,138.9,0,0,0
1177,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-2.1,1.09,2.42,45.68,152.61,-2.1,1.96,1.79,31.96,136.99,0,0,0
1178,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.9100000000000001,0.92,2.52,49.86,154.3,-1.9100000000000001,1.8399999999999999,1.94,36.2,136.04,0,0,0
1179,False,DSCOVR,0.0,4.0,0.002,False,3000,3.22,-1.79,1.6600000000000001,2.09,40.56,137.18,-1.79,2.35,1.26,23.04,127.27,0,0,0
1180,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-1.88,1.3599999999999999,2.25,44.1,144.12,-1.88,2.14,1.52,28.08,131.26,0,0,0
1181,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.28,0.84,2.91,62.3,146.68,-1.28,1.9300000000000002,2.34,45.25,123.49,0,0,0
1182,False,DSCOVR,0.0,4.0,0.002,False,3000,3.34,-0.9500000000000001,0.76,3.11,68.69,141.43,-0.9500000000000001,1.9300000000000002,2.55,49.79,116.11,0,0,0
1183,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-0.93,1.33,2.9699999999999998,61.35,124.85,-0.93,2.41,2.19,40.32,111.06,0,0,0
1184,False,DSCOVR,0.0,4.0,0.002,False,3000,3.37,-1.01,1.42,2.89,58.85,125.38,-1.01,2.46,2.07,37.98,112.33,0,0,0
1185,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-0.61,1.37,2.91,62.66,114.1,-0.61,2.43,2.12,40.22,104.22,0,0,0
1186,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-0.65,1.99,2.42,49.16,108.03,-0.65,2.8,1.42,26.31,103.05,0,0,0
1187,False,DSCOVR,0.0,4.0,0.002,False,2999,3.18,-0.37,1.97,2.43,50.59,100.54,-0.37,2.7800000000000002,1.44,27.17,97.5,0,0,0
1188,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2,0.21,1.75,2.59,55.79,83.21,0.21,2.64,1.67,32.16,85.49,0,0,0
1189,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,0.37,1.8399999999999999,2.64,54.6,78.59,0.37,2.75,1.6800000000000002,31.14,82.3,0,0,0
1190,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2,0.32,2.04,2.43,49.76,81.17,0.32,2.84,1.4100000000000001,26.16,83.66,0,0,0
1191,False,DSCOVR,0.0,4.0,0.002,False,3000,3.14,-0.25,2.44,1.94,38.34,95.88,-0.25,3.01,0.79,14.61,94.76,0,0,0
1192,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.77,2.5,1.22,21.67,125.42,-1.77,2.77,0.1,1.8,122.6,0,0,0
1193,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-1.83,2.35,1.52,27.06,127.93,-1.83,2.76,0.44,7.55,123.52,0,0,0
1194,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-0.6,2.91,1.4,25.25,101.57,-0.6,3.23,0.1,1.75,100.45,0,0,0
1195,False,DSCOVR,0.0,4.0,0.002,False,3000,3.22,-0.33,2.29,2.02,41.18,98.22,-0.33,2.91,0.92,17.4,96.48,0,0,0
1196,False,DSCOVR,0.0,4.0,0.002,False,3000,3.22,-0.47000000000000003,1.4,2.83,62.46,108.38,-0.47000000000000003,2.43,2.02,39.17,100.84,0,0,0
1197,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,-0.73,1.47,2.75,59.21,116.54,-0.73,2.46,1.9100000000000001,36.74,106.59,0,0,0
1198,False,DSCOVR,0.0,4.0,0.002,False,3000,3.22,-0.84,1.3900000000000001,2.77,59.61,121.23,-0.84,2.4,1.96,37.69,109.35,0,0,0
1199,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-1.42,1.81,1.96,40.46,128.21,-1.42,2.45,1.05,20.39,120.14,0,0,0
1200,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.92,2.25,1.5,26.82,130.4,-1.92,2.67,0.44,7.71,125.7,0,0,0
1201,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.96,2.16,1.53,27.74,132.18,-1.96,2.6,0.51,9.0,126.99,0,0,0
1202,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.8399999999999999,2.03,1.85,34.03,132.15,-1.8399999999999999,2.61,0.86,15.0,125.15,0,0,0
1203,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.78,1.87,2.04,38.26,133.62,-1.78,2.54,1.09,19.37,125.04,0,0,0
1204,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.97,1.9500000000000002,1.78,32.72,135.29,-1.97,2.51,0.8200000000000001,14.46,128.13,0,0,0
1205,False,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-0.89,0.92,2.99,66.8,133.91,-0.89,2.07,2.34,46.15,113.23,0,0,0
1206,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-0.93,1.29,2.85,60.89,125.75,-0.93,2.35,2.07,39.32,111.56,0,0,0
1207,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-1.01,1.5899999999999999,2.66,54.72,122.55,-1.01,2.54,1.77,32.89,111.72,0,0,0
1208,False,DSCOVR,0.0,4.0,0.002,False,2750,3.31,-1.03,1.83,2.54,50.4,119.25,-1.03,2.7199999999999998,1.56,28.19,110.69,0,0,0
1209,False,DSCOVR,0.0,4.0,0.002,False,2900,3.36,-1.22,1.65,2.65,52.22,126.5,-1.22,2.6,1.73,31.08,115.18,0,0,0
1210,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.4,1.55,2.54,50.59,132.06,-1.4,2.46,1.67,30.56,119.6,0,0,0
1211,False,DSCOVR,0.0,4.0,0.002,False,2900,3.27,-1.5,1.13,2.67,54.84,142.95,-1.5,2.14,1.96,36.9,125.08,0,0,0
1212,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-1.31,1.09,2.7800000000000002,58.55,140.21,-1.31,2.15,2.08,39.64,121.37,0,0,0
1213,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.57,0.9400000000000001,2.7199999999999998,56.0,149.02,-1.57,1.99,2.08,39.4,128.35,0,0,0
1214,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.63,0.59,2.75,57.87,160.02,-1.63,1.6800000000000002,2.26,44.0,134.02,0,0,0
1215,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.73,0.0,2.76,57.89,180.02,-1.73,1.15,2.51,50.38,146.47,0,0,0
1216,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-1.72,-0.1,2.7,57.51,183.33,-1.72,1.04,2.5,51.25,148.93,0,0,0
1217,False,DSCOVR,0.0,4.0,0.002,False,3000,3.18,0.15,2.5,1.51,31.03,86.47,0.15,2.9,0.33,6.43,86.96,0,0,0
1218,False,DSCOVR,0.0,4.0,0.002,False,2800,3.16,0.02,2.58,1.76,34.34,89.52,0.02,3.08,0.53,9.67,89.59,0,0,0
1219,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-0.84,2.0,2.37,47.57,112.93,-0.84,2.8,1.32,24.25,106.76,0,0,0
1220,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-0.89,1.6800000000000002,2.71,54.95,117.81,-0.89,2.66,1.76,32.07,108.43,0,0,0
1221,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-0.8300000000000001,1.77,2.66,53.62,115.2,-0.8300000000000001,2.7199999999999998,1.67,30.41,107.03,0,0,0
1222,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-1.13,1.4,2.74,56.72,128.88,-1.13,2.42,1.9,35.44,115.01,0,0,0
1223,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-1.42,1.43,2.61,52.34,134.89,-1.42,2.39,1.77,32.46,120.74,0,0,0
1224,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-1.6600000000000001,1.46,2.29,46.0,138.78,-1.6600000000000001,2.2800000000000002,1.46,27.41,126.06,0,0,0
1225,False,DSCOVR,0.0,4.0,0.002,False,3000,3.19,-1.28,1.31,2.58,54.6,134.36,-1.28,2.27,1.79,34.42,119.4,0,0,0
1226,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-1.25,1.32,2.68,55.91,133.39,-1.25,2.33,1.88,35.42,118.2,0,0,0
1227,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.29,1.6400000000000001,2.5300000000000002,50.55,128.14,-1.29,2.55,1.6,29.3,116.74,0,0,0
1228,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.47,1.76,2.39,46.2,129.86,-1.47,2.6,1.42,25.47,119.43,0,0,0
1229,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.57,1.63,2.38,46.43,134.03,-1.57,2.48,1.47,26.56,122.39,0,0,0
1230,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-1.96,1.46,2.1,40.68,143.31,-1.96,2.21,1.29,23.51,131.54,0,0,0
1231,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-1.48,1.35,2.49,51.24,137.62,-1.48,2.27,1.6800000000000002,31.86,122.99,0,0,0
1232,False,DSCOVR,0.0,4.0,0.002,False,3000,3.16,-0.91,1.32,2.48,57.22,124.63,-0.91,2.24,1.69,34.93,112.04,0,0,0
1233,False,DSCOVR,0.0,4.0,0.002,False,3000,3.16,-2.6,0.86,1.53,29.2,161.76,-2.6,1.42,1.02,19.02,151.27,0,0,0
1234,False,DSCOVR,0.0,4.0,0.002,False,3000,3.15,-1.25,0.97,2.45,57.17,142.2,-1.25,1.92,1.81,38.28,123.08,0,0,0
1235,False,DSCOVR,0.0,4.0,0.002,False,3000,3.13,-0.21,1.5899999999999999,2.65,58.91,97.49,-0.21,2.56,1.73,33.87,94.65,0,0,0
1236,False,DSCOVR,0.0,4.0,0.002,False,2900,3.16,-0.61,1.69,2.59,55.25,109.76,-0.61,2.63,1.62,31.01,103.0,0,0,0
1237,False,DSCOVR,0.0,4.0,0.002,False,3000,3.18,-0.43,1.6400000000000001,2.68,57.67,104.75,-0.43,2.63,1.73,32.96,99.34,0,0,0
1238,False,DSCOVR,0.0,4.0,0.002,False,3000,3.13,-0.41000000000000003,1.4100000000000001,2.75,61.93,106.32,-0.41000000000000003,2.45,1.8900000000000001,37.27,99.56,0,0,0
1239,False,DSCOVR,0.0,4.0,0.002,False,3000,3.14,-0.22,1.47,2.76,61.69,98.47,-0.22,2.51,1.87,36.57,94.99,0,0,0
1240,False,DSCOVR,0.0,4.0,0.002,False,3000,3.14,0.16,1.87,2.47,52.72,85.07,0.16,2.75,1.43,27.48,86.64,0,0,0
1241,False,DSCOVR,0.0,4.0,0.002,False,3000,3.18,0.63,1.85,2.51,52.14,71.27,0.63,2.74,1.48,27.71,77.14,0,0,0
1242,False,DSCOVR,0.0,4.0,0.002,False,3000,3.16,0.5700000000000001,1.8599999999999999,2.49,52.06,72.96,0.5700000000000001,2.74,1.45,27.44,78.29,0,0,0
1243,False,DSCOVR,0.0,4.0,0.002,False,3000,3.15,-0.08,1.47,2.76,61.92,93.24,-0.08,2.51,1.8599999999999999,36.55,91.9,0,0,0
1244,False,DSCOVR,0.0,4.0,0.002,False,3000,3.11,0.21,1.9300000000000002,2.39,50.91,83.69,0.21,2.77,1.33,25.6,85.59,0,0,0
1245,False,DSCOVR,0.0,4.0,0.002,False,3000,3.11,-0.75,1.56,2.55,55.83,115.66,-0.75,2.5,1.63,31.99,106.66,0,0,0
1246,False,DSCOVR,0.0,4.0,0.002,False,3000,3.09,-0.46,1.15,2.8,66.05,111.67,-0.46,2.24,2.03,41.52,101.55,0,0,0
1247,False,DSCOVR,0.0,4.0,0.002,False,3000,3.12,0.22,0.41000000000000003,3.07,81.44,61.78,0.22,1.69,2.59,56.74,82.63,0,0,0
1248,False,DSCOVR,0.0,4.0,0.002,False,2850,3.11,0.46,-0.26,3.06,80.2,330.48,0.46,1.08,2.87,67.73,66.99,0,0,0
1249,False,DSCOVR,0.0,4.0,0.002,False,3000,3.03,0.98,-0.11,2.83,70.69,353.52,0.98,1.12,2.6,60.18,48.64,0,0,0
1250,False,DSCOVR,0.0,4.0,0.002,False,3000,3.05,0.78,-0.23,2.9,74.3,343.74,0.78,1.04,2.71,64.31,53.19,0,0,0
1251,False,DSCOVR,0.0,4.0,0.002,False,3000,3.07,1.01,-1.06,2.68,61.43,313.58,1.01,0.2,2.88,70.34,11.47,0,0,0
1252,False,DSCOVR,0.0,4.0,0.002,False,3000,3.12,1.04,-0.73,2.84,65.77,324.94,1.04,0.5700000000000001,2.87,67.55,28.41,0,0,0
1253,False,DSCOVR,0.0,4.0,0.002,False,3000,3.13,0.8,-0.47000000000000003,2.98,72.75,329.7,0.8,0.87,2.89,67.77,47.41,0,0,0
1254,False,DSCOVR,0.0,4.0,0.002,False,3000,3.11,0.66,-0.28,3.0,76.5,337.43,0.66,1.05,2.8200000000000003,66.23,57.66,0,0,0
1255,False,DSCOVR,0.0,4.0,0.002,False,3000,3.17,0.84,-0.32,3.03,73.55,339.08,0.84,1.03,2.87,65.24,50.82,0,0,0
1256,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,0.43,0.21,3.16,81.36,26.36,0.43,1.56,2.75,59.51,74.61,0,0,0
1257,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,0.47000000000000003,0.05,3.16,81.54,5.7,0.47000000000000003,1.42,2.83,62.2,71.71,0,0,0
1258,False,DSCOVR,0.0,4.0,0.002,False,3000,3.18,0.71,-0.08,3.08,76.87,353.29,0.71,1.26,2.81,62.69,60.54,0,0,0
1259,False,DSCOVR,0.0,4.0,0.002,False,2850,3.2,0.93,-0.12,3.03,72.75,352.79,0.93,1.21,2.7800000000000002,61.17,52.4,0,0,0
1260,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,1.35,-0.5,2.89,63.45,339.77,1.35,0.81,2.8200000000000003,60.76,30.85,0,0,0
1261,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,1.54,-0.04,2.84,61.52,358.37,1.54,1.2,2.58,52.84,37.89,0,0,0
1262,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,1.54,-0.1,2.86,61.58,356.26,1.54,1.16,2.61,53.6,36.84,0,0,0
1263,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,1.3900000000000001,-0.18,2.96,64.67,352.48,1.3900000000000001,1.13,2.74,56.88,39.07,0,0,0
1264,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,1.2,-0.05,3.04,68.39,357.42,1.2,1.28,2.76,57.51,46.78,0,0,0
1265,False,DSCOVR,0.0,4.0,0.002,False,2900,3.29,0.73,0.41000000000000003,3.15,75.13,29.51,0.73,1.75,2.65,54.48,67.4,0,0,0
1266,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,0.07,0.84,3.19,75.21,85.25,0.07,2.15,2.5,49.28,88.14,0,0,0
1267,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-0.03,0.8,3.22,75.99,91.82,-0.03,2.13,2.54,50.0,90.69,0,0,0
1268,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-0.6900000000000001,0.98,3.08,68.7,125.26,-0.6900000000000001,2.23,2.34,45.01,107.26,0,0,0
1269,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-0.74,1.09,3.05,66.67,124.3,-0.74,2.32,2.27,42.96,107.75,0,0,0
1270,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-0.49,1.16,3.1,67.87,113.07,-0.49,2.4,2.27,42.84,101.61,0,0,0
1271,False,DSCOVR,0.0,4.0,0.002,False,2900,3.39,-0.45,1.45,3.02,63.27,107.29,-0.45,2.63,2.07,37.84,99.74,0,0,0
1272,False,DSCOVR,0.0,4.0,0.002,False,2800,3.39,-1.02,1.48,2.86,57.91,124.72,-1.02,2.58,1.92,34.66,111.58,0,0,0
1273,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-0.9400000000000001,1.4100000000000001,2.93,59.97,123.53,-0.9400000000000001,2.56,2.01,36.41,110.09,0,0,0
1274,False,DSCOVR,0.0,4.0,0.002,False,3000,3.37,-0.85,1.44,2.93,60.26,120.46,-0.85,2.58,1.99,36.22,108.16,0,0,0
1275,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-0.9,1.44,2.9,59.67,121.85,-0.9,2.5700000000000003,1.97,35.83,109.19,0,0,0
1276,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-1.05,1.3,2.88,59.86,128.9,-1.05,2.44,2.01,37.12,113.29,0,0,0
1277,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-0.96,1.45,2.89,59.03,123.7,-0.96,2.58,1.96,35.45,110.52,0,0,0
1278,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-1.01,1.58,2.81,56.22,122.4,-1.01,2.66,1.82,32.54,110.7,0,0,0
1279,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-0.9,1.69,2.76,55.24,117.91,-0.9,2.74,1.72,30.92,108.12,0,0,0
1280,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-1.0,1.48,2.86,57.97,124.16,-1.0,2.59,1.9100000000000001,34.46,111.17,0,0,0
1281,False,DSCOVR,0.0,4.0,0.002,False,3000,3.37,-0.91,1.8,2.7,53.3,116.75,-0.91,2.81,1.63,28.84,107.88,0,0,0
1282,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-0.87,2.08,2.51,48.13,112.65,-0.87,2.98,1.33,23.22,106.24,0,0,0
1283,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-0.8,1.87,2.69,52.9,113.02,-0.8,2.87,1.58,27.92,105.49,0,0,0
1284,False,DSCOVR,0.0,4.0,0.002,False,2900,3.39,-1.2,2.11,2.35,43.99,119.63,-1.2,2.93,1.16,20.15,112.27,0,0,0
1285,False,DSCOVR,0.0,4.0,0.002,False,2700,3.4,-1.2,2.36,2.12,38.74,116.98,-1.2,3.06,0.85,14.57,111.45,0,0,0
1286,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.09,2.36,2.01,37.79,114.83,-1.09,3.0,0.75,13.28,109.93,0,0,0
1287,False,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-0.09,2.45,2.13,41.08,92.12,-0.09,3.14,0.8200000000000001,14.66,91.65,0,0,0
1288,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-0.74,2.58,1.76,33.31,106.03,-0.74,3.1,0.43,7.69,103.46,0,0,0
1289,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2,-0.73,2.41,1.9500000000000002,37.7,106.75,-0.73,3.03,0.67,12.11,103.49,0,0,0
1290,False,DSCOVR,0.0,4.0,0.002,False,2900,3.19,-0.76,2.44,1.81,35.31,107.24,-0.76,3.0,0.53,9.76,104.21,0,0,0
1291,False,DSCOVR,0.0,4.0,0.002,False,3000,3.14,-1.57,2.22,1.47,28.3,125.27,-1.57,2.64,0.32,5.93,120.74,0,0,0
1292,False,DSCOVR,0.0,4.0,0.002,False,3000,3.06,-1.77,2.26,0.9400000000000001,18.1,128.09,-1.77,2.44,-0.17,-3.22,125.97,0,0,0
1293,False,DSCOVR,0.0,4.0,0.002,False,3000,3.02,-1.74,1.72,1.6800000000000002,34.49,135.37,-1.74,2.2800000000000002,0.73,14.34,127.26,0,0,0
1294,False,DSCOVR,0.0,4.0,0.002,False,3000,2.98,-1.71,1.13,2.18,46.75,146.37,-1.71,1.99,1.44,28.8,130.61,0,0,0
1295,False,DSCOVR,0.0,4.0,0.002,False,3000,2.96,-1.6600000000000001,1.25,2.11,45.42,143.03,-1.6600000000000001,2.06,1.33,26.61,128.84,0,0,0
1296,False,DSCOVR,0.0,4.0,0.002,False,3000,2.96,-1.42,1.57,2.04,43.82,132.15,-1.42,2.32,1.12,22.3,121.56,0,0,0
1297,False,DSCOVR,0.0,4.0,0.002,False,2817,3.07,-1.82,1.65,1.83,36.75,137.78,-1.82,2.29,0.9,17.06,128.37,0,0,0
1298,False,DSCOVR,0.0,4.0,0.002,False,2983,3.05,-1.88,1.46,1.9,38.54,142.3,-1.88,2.15,1.04,20.02,131.2,0,0,0
1299,False,DSCOVR,0.0,4.0,0.002,False,3000,2.99,-1.85,1.92,1.29,25.8,133.9,-1.85,2.3,0.29,5.61,128.86,0,0,0
1300,False,DSCOVR,0.0,4.0,0.002,False,3000,3.03,-1.9500000000000002,2.08,0.99,19.24,133.08,-1.9500000000000002,2.31,-0.05,-0.88,130.16,0,0,0
1301,False,DSCOVR,0.0,4.0,0.002,False,3000,3.01,-1.8599999999999999,2.23,0.75,14.4,129.78,-1.8599999999999999,2.33,-0.34,-6.45,128.59,0,0,0
1302,False,DSCOVR,0.0,4.0,0.002,False,3000,2.8200000000000003,-1.83,1.82,1.07,22.49,135.14,-1.83,2.1,0.14,2.7800000000000002,130.97,0,0,0
1303,False,DSCOVR,0.0,4.0,0.002,False,3000,2.73,-1.9500000000000002,1.6400000000000001,0.97,20.8,139.9,-1.9500000000000002,1.9,0.13,2.65,135.71,0,0,0
1304,False,DSCOVR,0.0,4.0,0.002,False,3000,2.74,-2.03,1.73,0.36,7.64,139.48,-2.03,1.71,-0.46,-9.86,139.88,0,0,0
1305,False,DSCOVR,0.0,4.0,0.002,False,3000,2.88,-2.11,1.5,1.17,24.22,144.5,-2.11,1.87,0.36,7.33,138.47,0,0,0
1306,False,DSCOVR,0.0,4.0,0.002,False,3000,3.05,-2.47,1.42,1.0,19.27,150.14,-2.47,1.71,0.25,4.75,145.23,0,0,0
1307,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2,-2.87,1.13,0.77,13.99,158.52,-2.87,1.35,0.18,3.18,154.74,0,0,0
1308,False,DSCOVR,0.0,4.0,0.002,False,3000,3.19,-1.9100000000000001,1.09,2.32,46.5,150.32,-1.9100000000000001,2.02,1.58,29.57,133.44,0,0,0
1309,False,DSCOVR,0.0,4.0,0.002,False,3000,3.22,-2.2,1.09,2.07,40.1,153.77,-2.2,1.9,1.3599999999999999,24.96,139.18,0,0,0
1310,False,DSCOVR,0.0,4.0,0.002,False,2700,3.22,-2.34,0.72,2.1,40.62,162.95,-2.34,1.5899999999999999,1.55,28.7,145.82,0,0,0
1311,False,DSCOVR,0.0,4.0,0.002,False,2800,3.08,-1.33,1.74,1.06,25.86,127.43,-1.33,2.04,0.16,3.77,123.24,0,0,0
1312,False,DSCOVR,0.0,4.0,0.002,False,2950,2.94,-1.1,2.63,0.64,12.63,112.65,-1.1,2.63,-0.62,-12.27,112.61,0,0,0
1313,False,DSCOVR,0.0,4.0,0.002,False,3000,3.01,-1.67,1.8399999999999999,1.58,32.47,132.35,-1.67,2.35,0.58,11.32,125.42,0,0,0
1314,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2,-2.0,1.56,1.96,37.67,142.14,-2.0,2.27,1.04,18.95,131.36,0,0,0
1315,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-2.2800000000000002,1.28,1.88,35.61,150.63,-2.2800000000000002,1.99,1.09,19.77,138.84,0,0,0
